filename,label
dataset/train/bees/bees (321).jpg,bees
dataset/train/bees/bees (373).jpg,bees
dataset/train/snail/snail (449).jpg,snail
dataset/train/moth/moth (292).jpg,moth
dataset/train/wasp/wasp (983).jpg,wasp
dataset/train/wasp/wasp (702).jpg,wasp
dataset/train/snail/snail (237).jpg,snail
dataset/train/grasshopper/grasshopper (34).jpg,grasshopper
dataset/train/ants/ants (232).jpg,ants
dataset/train/earthworms/earthworms (135).jpg,earthworms
dataset/train/ants/ants (250).jpg,ants
dataset/train/bees/bees (323).jpg,bees
dataset/train/moth/moth (176).jpg,moth
dataset/train/moth/moth (418).jpg,moth
dataset/train/ants/ants (50).jpg,ants
dataset/train/earwig/earwig (100).jpg,earwig
dataset/train/beetle/beetle (344).jpg,beetle
dataset/train/moth/moth (408).jpg,moth
dataset/train/ants/ants (99).jpg,ants
dataset/train/wasp/wasp (783).jpg,wasp
dataset/train/weevil/Weevil (210).jpg,weevil
dataset/train/slug/slug (129).jpg,slug
dataset/train/ants/ants (85).jpg,ants
dataset/train/wasp/wasp (513).jpg,wasp
dataset/train/bees/bees (298).jpg,bees
dataset/train/wasp/wasp (984).jpg,wasp
dataset/train/snail/snail (453).jpg,snail
dataset/train/moth/moth (68).jpg,moth
dataset/train/ants/ants (406).jpg,ants
dataset/train/moth/moth (454).jpg,moth
dataset/train/slug/slug (360).jpg,slug
dataset/train/moth/moth (66).jpg,moth
dataset/train/catterpillar/catterpillar (437).jpg,catterpillar
dataset/train/bees/bees (405).jpg,bees
dataset/train/weevil/Weevil (436).jpg,weevil
dataset/train/slug/slug (71).jpg,slug
dataset/train/ants/ants (300).jpg,ants
dataset/train/moth/moth (204).jpg,moth
dataset/train/wasp/wasp (541).jpg,wasp
dataset/train/grasshopper/grasshopper (313).jpg,grasshopper
dataset/train/earthworms/earthworms (67).jpg,earthworms
dataset/train/wasp/wasp (945).jpg,wasp
dataset/train/weevil/Weevil (340).jpg,weevil
dataset/train/moth/moth (363).jpg,moth
dataset/train/snail/snail (459).jpg,snail
dataset/train/catterpillar/catterpillar (367).jpg,catterpillar
dataset/train/slug/slug (241).jpg,slug
dataset/train/wasp/wasp (754).jpg,wasp
dataset/train/grasshopper/grasshopper (464).jpg,grasshopper
dataset/train/moth/moth (110).jpg,moth
dataset/train/moth/moth (394).jpg,moth
dataset/train/catterpillar/catterpillar (430).jpg,catterpillar
dataset/train/moth/moth (4).jpg,moth
dataset/train/catterpillar/catterpillar (287).jpg,catterpillar
dataset/train/grasshopper/grasshopper (405).jpg,grasshopper
dataset/train/grasshopper/grasshopper (41).jpg,grasshopper
dataset/train/earthworms/earthworms (54).jpg,earthworms
dataset/train/grasshopper/grasshopper (276).jpg,grasshopper
dataset/train/grasshopper/grasshopper (244).jpg,grasshopper
dataset/train/earthworms/earthworms (20).jpg,earthworms
dataset/train/beetle/beetle (42).jpg,beetle
dataset/train/beetle/beetle (52).jpg,beetle
dataset/train/earthworms/earthworms (274).jpg,earthworms
dataset/train/slug/slug (34).jpg,slug
dataset/train/snail/snail (411).jpg,snail
dataset/train/ants/ants (159).jpg,ants
dataset/train/wasp/wasp (518).jpg,wasp
dataset/train/grasshopper/grasshopper (397).jpg,grasshopper
dataset/train/grasshopper/grasshopper (429).jpg,grasshopper
dataset/train/slug/slug (208).jpg,slug
dataset/train/wasp/wasp (797).jpg,wasp
dataset/train/wasp/wasp (960).jpg,wasp
dataset/train/bees/bees (367).jpg,bees
dataset/train/weevil/Weevil (293).jpg,weevil
dataset/train/earwig/earwig (15).jpg,earwig
dataset/train/moth/moth (427).jpg,moth
dataset/train/ants/ants (330).jpg,ants
dataset/train/grasshopper/grasshopper (478).jpg,grasshopper
dataset/train/snail/snail (46).jpg,snail
dataset/train/wasp/wasp (744).jpg,wasp
dataset/train/ants/ants (63).jpg,ants
dataset/train/earwig/earwig (1).png,earwig
dataset/train/weevil/Weevil (385).jpg,weevil
dataset/train/grasshopper/grasshopper (158).jpg,grasshopper
dataset/train/ants/ants (309).jpg,ants
dataset/train/ants/ants (240).jpg,ants
dataset/train/beetle/beetle (4).jpg,beetle
dataset/train/moth/moth (413).jpg,moth
dataset/train/ants/ants (261).jpg,ants
dataset/train/ants/ants (492).jpg,ants
dataset/train/moth/moth (479).jpg,moth
dataset/train/moth/moth (81).jpg,moth
dataset/train/weevil/Weevil (216).jpg,weevil
dataset/train/wasp/wasp (924).jpg,wasp
dataset/train/grasshopper/grasshopper (19).jpg,grasshopper
dataset/train/wasp/wasp (814).jpg,wasp
dataset/train/bees/bees (465).jpg,bees
dataset/train/bees/bees (195).jpg,bees
dataset/train/beetle/beetle (356).jpg,beetle
dataset/train/wasp/wasp (690).jpg,wasp
dataset/train/ants/ants (27).jpg,ants
dataset/train/beetle/beetle (291).jpg,beetle
dataset/train/beetle/beetle (271).jpg,beetle
dataset/train/catterpillar/catterpillar (113).jpg,catterpillar
dataset/train/snail/snail (153).jpg,snail
dataset/train/weevil/Weevil (339).jpg,weevil
dataset/train/ants/ants (226).jpg,ants
dataset/train/moth/moth (314).jpg,moth
dataset/train/slug/slug (32).jpg,slug
dataset/train/wasp/wasp (944).jpg,wasp
dataset/train/moth/moth (298).jpg,moth
dataset/train/beetle/beetle (229).jpg,beetle
dataset/train/ants/ants (112).jpg,ants
dataset/train/beetle/beetle (86).jpg,beetle
dataset/train/weevil/Weevil (19).jpg,weevil
dataset/train/weevil/Weevil (263).jpg,weevil
dataset/train/moth/moth (222).jpg,moth
dataset/train/grasshopper/grasshopper (466).jpg,grasshopper
dataset/train/beetle/beetle (402).jpg,beetle
dataset/train/earwig/earwig (163).jpg,earwig
dataset/train/beetle/beetle (255).jpg,beetle
dataset/train/catterpillar/catterpillar (348).jpg,catterpillar
dataset/train/earthworms/earthworms (144).jpg,earthworms
dataset/train/slug/slug (128).jpg,slug
dataset/train/ants/ants (381).jpg,ants
dataset/train/slug/slug (299).jpg,slug
dataset/train/grasshopper/grasshopper (295).jpg,grasshopper
dataset/train/earwig/earwig (327).jpg,earwig
dataset/train/slug/slug (275).jpg,slug
dataset/train/weevil/Weevil (191).jpg,weevil
dataset/train/beetle/beetle (350).jpg,beetle
dataset/train/ants/ants (69).jpg,ants
dataset/train/moth/moth (34).jpg,moth
dataset/train/earwig/earwig (447).jpg,earwig
dataset/train/snail/snail (435).jpg,snail
dataset/train/bees/bees (96).jpg,bees
dataset/train/weevil/Weevil (407).jpg,weevil
dataset/train/wasp/wasp (996).jpg,wasp
dataset/train/ants/ants (475).jpg,ants
dataset/train/moth/moth (134).jpg,moth
dataset/train/snail/snail (91).jpg,snail
dataset/train/moth/moth (284).jpg,moth
dataset/train/earwig/earwig (373).jpg,earwig
dataset/train/beetle/beetle (172).jpg,beetle
dataset/train/slug/slug (7).jpg,slug
dataset/train/slug/slug (162).jpg,slug
dataset/train/wasp/wasp (885).jpg,wasp
dataset/train/catterpillar/catterpillar (83).jpg,catterpillar
dataset/train/ants/ants (16).jpg,ants
dataset/train/bees/bees (360).jpg,bees
dataset/train/earthworms/earthworms (318).jpg,earthworms
dataset/train/beetle/beetle (366).jpg,beetle
dataset/train/beetle/beetle (33).jpg,beetle
dataset/train/earwig/earwig (243).jpg,earwig
dataset/train/slug/slug (301).jpg,slug
dataset/train/earwig/earwig (234).jpg,earwig
dataset/train/snail/snail (2).jpg,snail
dataset/train/moth/moth (336).jpg,moth
dataset/train/bees/bees (51).jpg,bees
dataset/train/earthworms/earthworms (185).jpg,earthworms
dataset/train/earwig/earwig (176).jpg,earwig
dataset/train/snail/snail (376).jpg,snail
dataset/train/snail/snail (351).jpg,snail
dataset/train/ants/ants (388).jpg,ants
dataset/train/beetle/beetle (31).jpg,beetle
dataset/train/grasshopper/grasshopper (341).jpg,grasshopper
dataset/train/slug/slug (119).jpg,slug
dataset/train/catterpillar/catterpillar (253).jpg,catterpillar
dataset/train/grasshopper/grasshopper (324).jpg,grasshopper
dataset/train/bees/bees (133).jpg,bees
dataset/train/beetle/beetle (148).jpg,beetle
dataset/train/moth/moth (33).jpg,moth
dataset/train/wasp/wasp (665).jpg,wasp
dataset/train/bees/bees (413).jpg,bees
dataset/train/grasshopper/grasshopper (26).jpg,grasshopper
dataset/train/snail/snail (158).jpg,snail
dataset/train/beetle/beetle (171).jpg,beetle
dataset/train/moth/moth (174).jpg,moth
dataset/train/earwig/earwig (45).jpg,earwig
dataset/train/catterpillar/catterpillar (343).jpg,catterpillar
dataset/train/ants/ants (353).jpg,ants
dataset/train/grasshopper/grasshopper (217).jpg,grasshopper
dataset/train/bees/bees (384).jpg,bees
dataset/train/earthworms/earthworms (80).jpg,earthworms
dataset/train/grasshopper/grasshopper (392).jpg,grasshopper
dataset/train/bees/bees (475).jpg,bees
dataset/train/beetle/beetle (154).jpg,beetle
dataset/train/slug/slug (9).jpg,slug
dataset/train/weevil/Weevil (322).jpg,weevil
dataset/train/slug/slug (369).jpg,slug
dataset/train/earwig/earwig (434).jpg,earwig
dataset/train/earwig/earwig (153).jpg,earwig
dataset/train/catterpillar/catterpillar (436).jpg,catterpillar
dataset/train/wasp/wasp (508).jpg,wasp
dataset/train/moth/moth (360).jpg,moth
dataset/train/snail/snail (336).jpg,snail
dataset/train/ants/ants (267).jpg,ants
dataset/train/weevil/Weevil (69).jpg,weevil
dataset/train/weevil/Weevil (53).jpg,weevil
dataset/train/slug/slug (22).jpg,slug
dataset/train/earwig/earwig (78).jpg,earwig
dataset/train/bees/bees (52).jpg,bees
dataset/train/bees/bees (418).jpg,bees
dataset/train/grasshopper/grasshopper (237).jpg,grasshopper
dataset/train/bees/bees (241).jpg,bees
dataset/train/earwig/earwig (53).jpg,earwig
dataset/train/bees/bees (42).jpg,bees
dataset/train/catterpillar/catterpillar (180).jpg,catterpillar
dataset/train/wasp/wasp (716).jpg,wasp
dataset/train/ants/ants (320).jpg,ants
dataset/train/beetle/beetle (279).jpg,beetle
dataset/train/earthworms/earthworms (122).jpg,earthworms
dataset/train/catterpillar/catterpillar (94).jpg,catterpillar
dataset/train/weevil/Weevil (371).jpg,weevil
dataset/train/earwig/earwig (444).jpg,earwig
dataset/train/earthworms/earthworms (59).jpg,earthworms
dataset/train/slug/slug (196).jpg,slug
dataset/train/grasshopper/grasshopper (227).jpg,grasshopper
dataset/train/moth/moth (257).jpg,moth
dataset/train/wasp/wasp (674).jpg,wasp
dataset/train/wasp/wasp (937).jpg,wasp
dataset/train/catterpillar/catterpillar (356).jpg,catterpillar
dataset/train/ants/ants (246).jpg,ants
dataset/train/bees/bees (25).jpg,bees
dataset/train/bees/bees (309).jpg,bees
dataset/train/weevil/Weevil (486).jpg,weevil
dataset/train/catterpillar/catterpillar (162).jpg,catterpillar
dataset/train/earthworms/earthworms (285).jpg,earthworms
dataset/train/ants/ants (441).jpg,ants
dataset/train/beetle/beetle (67).jpg,beetle
dataset/train/beetle/beetle (156).jpg,beetle
dataset/train/slug/slug (5).jpg,slug
dataset/train/earwig/earwig (435).jpg,earwig
dataset/train/ants/ants (302).jpg,ants
dataset/train/ants/ants (220).jpg,ants
dataset/train/catterpillar/catterpillar (11).jpg,catterpillar
dataset/train/wasp/wasp (636).jpg,wasp
dataset/train/bees/bees (231).jpg,bees
dataset/train/slug/slug (300).jpg,slug
dataset/train/ants/ants (472).jpg,ants
dataset/train/moth/moth (280).jpg,moth
dataset/train/weevil/Weevil (298).jpg,weevil
dataset/train/weevil/Weevil (326).jpg,weevil
dataset/train/ants/ants (316).jpg,ants
dataset/train/snail/snail (347).jpg,snail
dataset/train/earwig/earwig (72).jpg,earwig
dataset/train/beetle/beetle (46).jpg,beetle
dataset/train/ants/ants (86).jpg,ants
dataset/train/earwig/earwig (382).jpg,earwig
dataset/train/ants/ants (155).jpg,ants
dataset/train/grasshopper/grasshopper (145).jpg,grasshopper
dataset/train/bees/bees (125).jpg,bees
dataset/train/earwig/earwig (446).jpg,earwig
dataset/train/earwig/earwig (335).jpg,earwig
dataset/train/moth/moth (320).jpg,moth
dataset/train/catterpillar/catterpillar (259).jpg,catterpillar
dataset/train/ants/ants (293).jpg,ants
dataset/train/wasp/wasp (656).jpg,wasp
dataset/train/earthworms/earthworms (232).jpg,earthworms
dataset/train/earwig/earwig (252).jpg,earwig
dataset/train/catterpillar/catterpillar (451).jpg,catterpillar
dataset/train/earwig/earwig (268).jpg,earwig
dataset/train/catterpillar/catterpillar (349).jpg,catterpillar
dataset/train/catterpillar/catterpillar (262).jpg,catterpillar
dataset/train/weevil/Weevil (427).jpg,weevil
dataset/train/snail/snail (217).jpg,snail
dataset/train/ants/ants (222).jpg,ants
dataset/train/beetle/beetle (370).jpg,beetle
dataset/train/earthworms/earthworms (140).jpg,earthworms
dataset/train/slug/slug (120).jpg,slug
dataset/train/weevil/Weevil (324).jpg,weevil
dataset/train/beetle/beetle (131).jpg,beetle
dataset/train/wasp/wasp (662).jpg,wasp
dataset/train/bees/bees (412).jpg,bees
dataset/train/ants/ants (140).jpg,ants
dataset/train/slug/slug (377).jpg,slug
dataset/train/bees/bees (47).jpg,bees
dataset/train/moth/moth (5).jpg,moth
dataset/train/grasshopper/grasshopper (394).jpg,grasshopper
dataset/train/bees/bees (196).jpg,bees
dataset/train/wasp/wasp (579).jpg,wasp
dataset/train/bees/bees (431).jpg,bees
dataset/train/snail/snail (375).jpg,snail
dataset/train/catterpillar/catterpillar (313).jpg,catterpillar
dataset/train/snail/snail (22).jpg,snail
dataset/train/earwig/earwig (415).jpg,earwig
dataset/train/earthworms/earthworms (237).jpg,earthworms
dataset/train/beetle/beetle (322).jpg,beetle
dataset/train/wasp/wasp (651).jpg,wasp
dataset/train/weevil/Weevil (349).jpg,weevil
dataset/train/wasp/wasp (877).jpg,wasp
dataset/train/snail/snail (297).jpg,snail
dataset/train/snail/snail (174).jpg,snail
dataset/train/grasshopper/grasshopper (111).jpg,grasshopper
dataset/train/beetle/beetle (302).jpg,beetle
dataset/train/wasp/wasp (930).jpg,wasp
dataset/train/weevil/Weevil (271).jpg,weevil
dataset/train/bees/bees (129).jpg,bees
dataset/train/weevil/Weevil (283).jpg,weevil
dataset/train/bees/bees (371).jpg,bees
dataset/train/grasshopper/grasshopper (112).jpg,grasshopper
dataset/train/grasshopper/grasshopper (199).jpg,grasshopper
dataset/train/earthworms/earthworms (288).jpg,earthworms
dataset/train/wasp/wasp (837).jpg,wasp
dataset/train/ants/ants (114).jpg,ants
dataset/train/earwig/earwig (455).jpg,earwig
dataset/train/earthworms/earthworms (203).jpg,earthworms
dataset/train/wasp/wasp (733).jpg,wasp
dataset/train/snail/snail (210).jpg,snail
dataset/train/moth/moth (398).jpg,moth
dataset/train/bees/bees (353).jpg,bees
dataset/train/bees/bees (478).jpg,bees
dataset/train/snail/snail (417).jpg,snail
dataset/train/earthworms/earthworms (99).jpg,earthworms
dataset/train/snail/snail (350).jpg,snail
dataset/train/bees/bees (361).jpg,bees
dataset/train/beetle/beetle (272).jpg,beetle
dataset/train/wasp/wasp (926).jpg,wasp
dataset/train/weevil/Weevil (13).jpg,weevil
dataset/train/snail/snail (148).jpg,snail
dataset/train/wasp/wasp (547).jpg,wasp
dataset/train/bees/bees (433).jpg,bees
dataset/train/bees/bees (39).jpg,bees
dataset/train/earthworms/earthworms (249).jpg,earthworms
dataset/train/bees/bees (365).jpg,bees
dataset/train/snail/snail (149).jpg,snail
dataset/train/grasshopper/grasshopper (460).jpg,grasshopper
dataset/train/weevil/Weevil (159).jpg,weevil
dataset/train/wasp/wasp (611).jpg,wasp
dataset/train/beetle/beetle (342).jpg,beetle
dataset/train/bees/bees (106).jpg,bees
dataset/train/slug/slug (94).jpg,slug
dataset/train/grasshopper/grasshopper (101).jpg,grasshopper
dataset/train/ants/ants (365).jpg,ants
dataset/train/snail/snail (167).jpg,snail
dataset/train/beetle/beetle (363).jpg,beetle
dataset/train/slug/slug (269).jpg,slug
dataset/train/catterpillar/catterpillar (368).jpg,catterpillar
dataset/train/ants/ants (51).jpg,ants
dataset/train/grasshopper/grasshopper (400).jpg,grasshopper
dataset/train/earwig/earwig (278).jpg,earwig
dataset/train/moth/moth (421).jpg,moth
dataset/train/grasshopper/grasshopper (303).jpg,grasshopper
dataset/train/weevil/Weevil (118).jpg,weevil
dataset/train/bees/bees (213).jpg,bees
dataset/train/earwig/earwig (198).jpg,earwig
dataset/train/bees/bees (317).jpg,bees
dataset/train/slug/slug (336).jpg,slug
dataset/train/catterpillar/catterpillar (390).jpg,catterpillar
dataset/train/grasshopper/grasshopper (298).jpg,grasshopper
dataset/train/moth/moth (266).jpg,moth
dataset/train/earthworms/earthworms (85).jpg,earthworms
dataset/train/beetle/beetle (55).jpg,beetle
dataset/train/weevil/Weevil (380).jpg,weevil
dataset/train/bees/bees (302).jpg,bees
dataset/train/wasp/wasp (765).jpg,wasp
dataset/train/grasshopper/grasshopper (339).jpg,grasshopper
dataset/train/grasshopper/grasshopper (271).jpg,grasshopper
dataset/train/catterpillar/catterpillar (194).jpg,catterpillar
dataset/train/slug/slug (6).jpg,slug
dataset/train/slug/slug (1).jpg,slug
dataset/train/beetle/beetle (189).jpg,beetle
dataset/train/snail/snail (142).jpg,snail
dataset/train/weevil/Weevil (95).jpg,weevil
dataset/train/slug/slug (3).jpg,slug
dataset/train/beetle/beetle (261).jpg,beetle
dataset/train/catterpillar/catterpillar (169).jpg,catterpillar
dataset/train/bees/bees (387).jpg,bees
dataset/train/grasshopper/grasshopper (260).jpg,grasshopper
dataset/train/grasshopper/grasshopper (273).jpg,grasshopper
dataset/train/moth/moth (194).jpg,moth
dataset/train/slug/slug (72).jpg,slug
dataset/train/wasp/wasp (771).jpg,wasp
dataset/train/grasshopper/grasshopper (4).jpg,grasshopper
dataset/train/slug/slug (19).jpg,slug
dataset/train/moth/moth (286).jpg,moth
dataset/train/weevil/Weevil (373).jpg,weevil
dataset/train/moth/moth (14).jpg,moth
dataset/train/wasp/wasp (563).jpg,wasp
dataset/train/snail/snail (280).jpg,snail
dataset/train/snail/snail (186).jpg,snail
dataset/train/beetle/beetle (256).jpg,beetle
dataset/train/ants/ants (471).jpg,ants
dataset/train/weevil/Weevil (120).jpg,weevil
dataset/train/beetle/beetle (109).jpg,beetle
dataset/train/weevil/Weevil (389).jpg,weevil
dataset/train/earthworms/earthworms (234).jpg,earthworms
dataset/train/weevil/Weevil (3).jpg,weevil
dataset/train/snail/snail (29).jpg,snail
dataset/train/earthworms/earthworms (63).jpg,earthworms
dataset/train/bees/bees (415).jpg,bees
dataset/train/ants/ants (76).jpg,ants
dataset/train/snail/snail (322).jpg,snail
dataset/train/weevil/Weevil (272).jpg,weevil
dataset/train/earwig/earwig (229).jpg,earwig
dataset/train/earthworms/earthworms (168).jpg,earthworms
dataset/train/moth/moth (252).jpg,moth
dataset/train/wasp/wasp (645).jpg,wasp
dataset/train/bees/bees (132).jpg,bees
dataset/train/catterpillar/catterpillar (326).jpg,catterpillar
dataset/train/earwig/earwig (237).jpg,earwig
dataset/train/snail/snail (313).jpg,snail
dataset/train/ants/ants (286).jpg,ants
dataset/train/grasshopper/grasshopper (279).jpg,grasshopper
dataset/train/ants/ants (60).jpg,ants
dataset/train/earwig/earwig (102).jpg,earwig
dataset/train/wasp/wasp (650).jpg,wasp
dataset/train/bees/bees (439).jpg,bees
dataset/train/beetle/beetle (245).jpg,beetle
dataset/train/earthworms/earthworms (169).jpg,earthworms
dataset/train/earthworms/earthworms (215).jpg,earthworms
dataset/train/catterpillar/catterpillar (153).jpg,catterpillar
dataset/train/earwig/earwig (330).jpg,earwig
dataset/train/ants/ants (94).jpg,ants
dataset/train/catterpillar/catterpillar (16).jpg,catterpillar
dataset/train/earwig/earwig (133).jpg,earwig
dataset/train/wasp/wasp (914).jpg,wasp
dataset/train/bees/bees (84).jpg,bees
dataset/train/catterpillar/catterpillar (39).jpg,catterpillar
dataset/train/weevil/Weevil (485).jpg,weevil
dataset/train/earwig/earwig (4).jpg,earwig
dataset/train/ants/ants (165).jpg,ants
dataset/train/wasp/wasp (727).jpg,wasp
dataset/train/ants/ants (366).jpg,ants
dataset/train/beetle/beetle (93).jpg,beetle
dataset/train/earwig/earwig (247).jpg,earwig
dataset/train/ants/ants (193).jpg,ants
dataset/train/snail/snail (172).jpg,snail
dataset/train/earwig/earwig (342).jpg,earwig
dataset/train/earwig/earwig (405).jpg,earwig
dataset/train/wasp/wasp (759).jpg,wasp
dataset/train/earthworms/earthworms (216).jpg,earthworms
dataset/train/bees/bees (121).jpg,bees
dataset/train/moth/moth (203).jpg,moth
dataset/train/grasshopper/grasshopper (310).jpg,grasshopper
dataset/train/earwig/earwig (61).jpg,earwig
dataset/train/moth/moth (30).jpg,moth
dataset/train/bees/bees (261).jpg,bees
dataset/train/grasshopper/grasshopper (393).jpg,grasshopper
dataset/train/moth/moth (304).jpg,moth
dataset/train/snail/snail (365).jpg,snail
dataset/train/snail/snail (34).jpg,snail
dataset/train/snail/snail (468).jpg,snail
dataset/train/earwig/earwig (420).jpg,earwig
dataset/train/beetle/beetle (151).jpg,beetle
dataset/train/weevil/Weevil (20).jpg,weevil
dataset/train/ants/ants (359).jpg,ants
dataset/train/catterpillar/catterpillar (70).jpg,catterpillar
dataset/train/wasp/wasp (840).jpg,wasp
dataset/train/ants/ants (115).jpg,ants
dataset/train/earthworms/earthworms (123).jpg,earthworms
dataset/train/ants/ants (328).jpg,ants
dataset/train/bees/bees (101).jpg,bees
dataset/train/beetle/beetle (128).jpg,beetle
dataset/train/snail/snail (159).jpg,snail
dataset/train/slug/slug (382).jpg,slug
dataset/train/bees/bees (95).jpg,bees
dataset/train/earwig/earwig (272).jpg,earwig
dataset/train/catterpillar/catterpillar (359).jpg,catterpillar
dataset/train/beetle/beetle (110).jpg,beetle
dataset/train/weevil/Weevil (414).jpg,weevil
dataset/train/ants/ants (90).jpg,ants
dataset/train/weevil/Weevil (412).jpg,weevil
dataset/train/weevil/Weevil (136).jpg,weevil
dataset/train/bees/bees (178).jpg,bees
dataset/train/catterpillar/catterpillar (405).jpg,catterpillar
dataset/train/bees/bees (325).jpg,bees
dataset/train/grasshopper/grasshopper (64).jpg,grasshopper
dataset/train/earwig/earwig (140).jpg,earwig
dataset/train/weevil/Weevil (443).jpg,weevil
dataset/train/earwig/earwig (395).jpg,earwig
dataset/train/slug/slug (150).jpg,slug
dataset/train/grasshopper/grasshopper (187).jpg,grasshopper
dataset/train/weevil/Weevil (73).jpg,weevil
dataset/train/slug/slug (245).jpg,slug
dataset/train/beetle/beetle (220).jpg,beetle
dataset/train/grasshopper/grasshopper (220).jpg,grasshopper
dataset/train/weevil/Weevil (281).jpg,weevil
dataset/train/moth/moth (316).jpg,moth
dataset/train/ants/ants (483).jpg,ants
dataset/train/moth/moth (245).jpg,moth
dataset/train/ants/ants (322).jpg,ants
dataset/train/earwig/earwig (279).jpg,earwig
dataset/train/snail/snail (69).jpg,snail
dataset/train/bees/bees (308).jpg,bees
dataset/train/bees/bees (153).jpg,bees
dataset/train/bees/bees (41).jpg,bees
dataset/train/wasp/wasp (737).jpg,wasp
dataset/train/catterpillar/catterpillar (187).jpg,catterpillar
dataset/train/grasshopper/grasshopper (5).jpg,grasshopper
dataset/train/ants/ants (467).jpg,ants
dataset/train/grasshopper/grasshopper (17).jpg,grasshopper
dataset/train/ants/ants (189).jpg,ants
dataset/train/wasp/wasp (789).jpg,wasp
dataset/train/moth/moth (274).jpg,moth
dataset/train/slug/slug (151).jpg,slug
dataset/train/bees/bees (4).jpg,bees
dataset/train/earthworms/earthworms (112).jpg,earthworms
dataset/train/moth/moth (7).jpg,moth
dataset/train/earwig/earwig (289).jpg,earwig
dataset/train/snail/snail (295).jpg,snail
dataset/train/earwig/earwig (362).jpg,earwig
dataset/train/earwig/earwig (187).jpg,earwig
dataset/train/moth/moth (38).jpg,moth
dataset/train/earwig/earwig (95).jpg,earwig
dataset/train/snail/snail (329).jpg,snail
dataset/train/grasshopper/grasshopper (330).jpg,grasshopper
dataset/train/slug/slug (216).jpg,slug
dataset/train/earwig/earwig (401).jpg,earwig
dataset/train/earthworms/earthworms (75).jpg,earthworms
dataset/train/weevil/Weevil (482).jpg,weevil
dataset/train/catterpillar/catterpillar (279).jpg,catterpillar
dataset/train/wasp/wasp (836).jpg,wasp
dataset/train/wasp/wasp (711).jpg,wasp
dataset/train/beetle/beetle (346).jpg,beetle
dataset/train/moth/moth (1).jpg,moth
dataset/train/ants/ants (70).jpg,ants
dataset/train/slug/slug (253).jpg,slug
dataset/train/weevil/Weevil (292).jpg,weevil
dataset/train/wasp/wasp (986).jpg,wasp
dataset/train/earthworms/earthworms (102).jpg,earthworms
dataset/train/bees/bees (191).jpg,bees
dataset/train/weevil/Weevil (206).jpg,weevil
dataset/train/earwig/earwig (303).jpg,earwig
dataset/train/catterpillar/catterpillar (438).jpg,catterpillar
dataset/train/bees/bees (64).jpg,bees
dataset/train/earthworms/earthworms (121).jpg,earthworms
dataset/train/weevil/Weevil (348).jpg,weevil
dataset/train/earthworms/earthworms (86).jpg,earthworms
dataset/train/catterpillar/catterpillar (176).jpg,catterpillar
dataset/train/grasshopper/grasshopper (235).jpg,grasshopper
dataset/train/catterpillar/catterpillar (366).jpg,catterpillar
dataset/train/slug/slug (130).jpg,slug
dataset/train/moth/moth (486).jpg,moth
dataset/train/earthworms/earthworms (269).jpg,earthworms
dataset/train/wasp/wasp (967).jpg,wasp
dataset/train/catterpillar/catterpillar (200).jpg,catterpillar
dataset/train/weevil/Weevil (306).jpg,weevil
dataset/train/grasshopper/grasshopper (318).jpg,grasshopper
dataset/train/snail/snail (433).jpg,snail
dataset/train/earthworms/earthworms (116).jpg,earthworms
dataset/train/earwig/earwig (3).jpg,earwig
